76	1416	25.02.2020 07:45:53 UTC-05:00	Not sponsored, just see it as a side quest
77	1518	25.02.2020 13:04:46 UTC-05:00	You are right
79	1528	25.02.2020 13:07:19 UTC-05:00	3.2 is a thing btw
80	1532	25.02.2020 13:09:10 UTC-05:00	Or nobody found the direction
81	1535	25.02.2020 13:09:39 UTC-05:00	But I should shut up ofcourse 😁
82	1538	25.02.2020 13:10:30 UTC-05:00	I'd dive in the puzzle from the beginning before making assumptions
83	1539	25.02.2020 13:11:01 UTC-05:00	A few guys here cracked phase 2 in 2 days.
84	1541	25.02.2020 13:15:01 UTC-05:00	Don't know but most see 3.2 as the last part.
85	1581	25.02.2020 13:38:52 UTC-05:00	😂😂😂
86	1584	25.02.2020 13:40:01 UTC-05:00	Just spend less time here fishing for clues and solve 🧐
87	1675	27.02.2020 11:06:27 UTC-05:00	Nice and silent
88	1676	27.02.2020 11:06:41 UTC-05:00	Damn so annoying
89	1678	27.02.2020 11:07:09 UTC-05:00	He'll be back
90	1692	16.03.2020 08:13:31 UTC-05:00	Yeah we might want to push the English only rule here too ;-)
91	2223	24.03.2020 19:19:39 UTC-05:00	Interesting 😜
92	2228	24.03.2020 20:02:42 UTC-05:00	Answering that would be too much of a hint.
93	2236	24.03.2020 20:22:40 UTC-05:00	There must at least be something hidden in there.
94	2498	06.04.2020 07:12:03 UTC-05:00	No hints 🤓
96	2548	08.04.2020 14:01:53 UTC-05:00	That would be another hint.
97	2550	08.04.2020 14:12:53 UTC-05:00	there are errors?
98	2553	08.04.2020 14:16:14 UTC-05:00	Before you send anything. No hints; errors and typos are mostly not intended 😄
99	2556	08.04.2020 14:27:23 UTC-05:00	well, I'll just wait until you guys have progressed to "the next stage or something like that"😁
100	2572	08.04.2020 15:12:57 UTC-05:00	the backstage 😎
101	2576	08.04.2020 15:16:02 UTC-05:00	obviously a typo
102	2577	08.04.2020 15:17:30 UTC-05:00	Rushed work. I take all the blame there is for those 😞. My sincerest apologies.
103	2578	08.04.2020 15:17:43 UTC-05:00	Hope it hasn't spoiled the fun so far.
104	2580	08.04.2020 15:19:06 UTC-05:00	I can't even write without typo's. The intelligence is an illusion.
105	2582	08.04.2020 15:19:36 UTC-05:00	But thanks nevertheless.
107	2593	08.04.2020 15:28:48 UTC-05:00	What impressed me most so far was that 1 crew even managed to pass it while the typo was unknown.
109	2598	08.04.2020 15:33:48 UTC-05:00	(not a hint btw, just fooling around)
110	2602	08.04.2020 15:39:11 UTC-05:00	like 5 thousand milibitcoin...?
111	2608	08.04.2020 15:51:58 UTC-05:00	And Oen
112	2674	11.04.2020 14:52:20 UTC-05:00	♟
113	2792	29.04.2020 12:18:49 UTC-05:00	👆
114	2996	11.05.2020 12:07:48 UTC-05:00	Invest it in bitconnect.
115	3011	11.05.2020 14:26:40 UTC-05:00	Well spotted
116	3012	11.05.2020 14:26:51 UTC-05:00	Happy halving!
117	3014	11.05.2020 14:31:00 UTC-05:00	It'll high likely be worth more than it once the price was 5 btc. Next halving in 209999
119	3140	20.05.2020 17:54:11 UTC-05:00	It is
120	3141	20.05.2020 18:36:55 UTC-05:00	This one 👆.
121	3143	20.05.2020 21:40:46 UTC-05:00	answer is there
122	3145	21.05.2020 01:12:59 UTC-05:00	First or zero
123	3180	23.05.2020 07:29:12 UTC-05:00	Thanks @EwoutM [https://t.me/EwoutM], I fell asleep.
124	3182	23.05.2020 08:40:20 UTC-05:00	/goodbye [] off
125	3183	23.05.2020 08:40:29 UTC-05:00	/cleanwelcome [] on
126	3194	23.05.2020 14:51:51 UTC-05:00	I have a purpose now. Buy a dosis of super covid-20 for every spammer.
127	3196	23.05.2020 14:53:42 UTC-05:00	Perfect
128	3197	23.05.2020 14:53:55 UTC-05:00	Make it very contagious please.
130	3201	23.05.2020 15:01:44 UTC-05:00	😇
131	3210	24.05.2020 21:17:02 UTC-05:00	I think a computer would beat me in the turing test.
132	3312	30.06.2020 18:29:05 UTC-05:00	👆
133	3331	02.08.2020 11:54:57 UTC-05:00	Or the same puzzle, or just not at all 🤷‍♀.
135	3337	03.08.2020 07:46:06 UTC-05:00	A few here know
137	3352	09.08.2020 05:38:27 UTC-05:00	a private key
138	3369	10.08.2020 11:50:52 UTC-05:00	Cracking ethereum requires billions of ether.
139	3399	12.08.2020 08:10:55 UTC-05:00	Indeed remarkable with the hints stating the path pretty obvious...
140	3404	12.08.2020 13:22:59 UTC-05:00	No hints
141	3405	12.08.2020 13:23:21 UTC-05:00	There's 1 club that passed but they are stuck in the next phase.
142	3407	12.08.2020 14:18:55 UTC-05:00	Correct
143	3450	01.10.2020 07:41:56 UTC-05:00	I've just been notified that number 2 has made it to the next stage.
145	3677	24.11.2020 13:02:48 UTC-05:00	We have our reasons halving the price money at every bitcoin halving event :-).
146	3679	24.11.2020 14:02:23 UTC-05:00	Who knows, maybe even in the same block.
147	3793	26.12.2020 06:54:18 UTC-05:00	Thanks
148	3881	07.01.2021 14:57:32 UTC-05:00	It'll be split on the next halving.
149	3884	07.01.2021 14:58:45 UTC-05:00	We mentioned this at the beginning, when the puzzle started.
150	3886	07.01.2021 14:59:38 UTC-05:00	Depends on the contestants' puzzle skills.
151	3891	07.01.2021 16:58:17 UTC-05:00	Tg channel
152	4139	18.01.2021 09:41:23 UTC-05:00	I can solemnly promise you I'm not using any other accounts besides my own.
154	4144	19.01.2021 13:14:14 UTC-05:00	This puzzle is supposed to be fun ✌️.
155	4150	19.01.2021 16:39:00 UTC-05:00	I'll offer free hints in PM. (After you've paid me 5.1 btc 🤡).
156	4151	19.01.2021 16:39:13 UTC-05:00	Good luck again.
157	4172	21.01.2021 06:35:49 UTC-05:00	Not to give any hints but a few might not require the internet anymore.
158	4366	01.03.2021 06:33:17 UTC-05:00	Ancient spelling 😅. One of the many many typos.
159	4372	01.03.2021 06:34:42 UTC-05:00	You are at the prime part already???
160	4375	01.03.2021 06:35:15 UTC-05:00	Oh wait, shouldn't have said that. That might have been a hint 🤔.
161	4388	01.03.2021 06:38:37 UTC-05:00	Rumour has it I'm an admin at least.
162	4626	05.03.2021 08:14:28 UTC-05:00	Those not enjoying the puzzle are the ones wasting time I guess 😅?
163	4633	05.03.2021 08:15:26 UTC-05:00	Infrared
164	4635	05.03.2021 08:15:45 UTC-05:00	No hints 🤡
165	4854	14.03.2021 01:58:08 UTC-05:00	Fyi. Another person (or team) made it to salph.
166	4858	14.03.2021 04:25:14 UTC-05:00	Nope
168	4870	14.03.2021 10:19:29 UTC-05:00	I gave an unforseen hint already 🤷‍♂
169	4873	15.03.2021 02:16:26 UTC-05:00	Hush hush
170	4893	19.03.2021 06:07:55 UTC-05:00	If know about 3 people/teams.
171	4895	19.03.2021 06:19:59 UTC-05:00	4*
172	5044	22.03.2021 11:53:39 UTC-05:00	Nr 5 in salph
173	5091	24.03.2021 17:19:43 UTC-05:00	🤣
175	5177	01.04.2021 01:57:38 UTC-05:00	Hint: "another door might be found on {1 },{4} ,{21}"
176	5183	01.04.2021 03:34:22 UTC-05:00	Good one V ;-). (Assuming you played cyberpunk).
178	5225	01.04.2021 09:06:39 UTC-05:00	👆
179	5292	02.04.2021 15:18:22 UTC-05:00	I haven't deleted it. Not sure who, but I noticed some more messages are deleted from time to time.
180	5317	03.04.2021 10:51:32 UTC-05:00	Nobody knows
181	5318	03.04.2021 10:52:35 UTC-05:00	I've been pretending to be one of the few creators for a while now.
182	5338	06.04.2021 09:08:39 UTC-05:00	Some parts of cicada puzzles are still unsolved. Must be bad design.
183	5339	06.04.2021 09:09:36 UTC-05:00	If it were just about having fun, that'd be great wouldn't it :-).
184	5381	09.04.2021 14:46:38 UTC-05:00	✅
185	5397	10.04.2021 12:49:28 UTC-05:00	Fyi, another person or team reached salph today.
186	5498	16.04.2021 06:14:33 UTC-05:00	Blame noted and accepted
187	5501	16.04.2021 06:20:09 UTC-05:00	Deal, we'll take of 75% instead 😈.
188	5502	16.04.2021 06:21:12 UTC-05:00	https://www.bitcoinblockhalf.com/
190	5518	16.04.2021 07:08:24 UTC-05:00	Good point
191	5601	18.04.2021 12:33:41 UTC-05:00	I suspect he isn't
192	5608	18.04.2021 13:24:13 UTC-05:00	Do you know what usually happens on the first of april?
193	5809	10.08.2021 15:51:12 UTC-05:00	Technically we do 😁
194	5811	11.08.2021 05:55:52 UTC-05:00	The one to be found by solving the puzzle yes
195	5813	11.08.2021 06:07:15 UTC-05:00	And the solver will find a way to 'decrypt' it.
196	5848	23.09.2021 18:38:41 UTC-05:00	https://blockchair.com/tools/halving-countdown
197	5851	24.09.2021 04:37:18 UTC-05:00	This was alcohol talking last night. The topic puzzle came up, and couldn't resist posting it 😅.
198	5853	24.09.2021 05:01:15 UTC-05:00	That's not mine
199	5863	31.10.2021 06:08:49 UTC-05:00	😅
200	5868	02.12.2021 22:41:18 UTC-05:00	There is / Another / D / O / O / R
201	5869	02.12.2021 22:46:25 UTC-05:00	Remind me when it's Christmas.
202	5912	26.12.2021 15:11:26 UTC-05:00	Oh well, why not. A mini mini hint. Ready 🐰?
204	5942	30.12.2021 19:39:11 UTC-05:00	...how did you found out?
205	5944	30.12.2021 19:42:43 UTC-05:00	That leaves me positively speechless
206	5946	30.12.2021 19:45:53 UTC-05:00	Rumour has it, it is was done before dawn.
207	5948	30.12.2021 19:46:44 UTC-05:00	This was stated after drinking dozers stuff.
208	5949	30.12.2021 19:47:07 UTC-05:00	😁
209	5954	31.12.2021 12:14:55 UTC-05:00	The only date I give away is the expiry date of neo's passport.
210	6028	25.05.2022 09:25:33 UTC-05:00	Looks like somebody found a gsmg subscription.
211	6056	01.06.2022 11:56:24 UTC-05:00	👽
212	6133	02.12.2022 07:14:53 UTC-05:00	It is meant to be solved.
213	6139	02.12.2022 07:36:36 UTC-05:00	There might be a hint coming but not too soon.
214	6141	02.12.2022 17:45:40 UTC-05:00	I'm not exactly sure how long it would take to discover that theory so I can't really tell 🤔.
215	6142	11.12.2022 10:30:38 UTC-05:00	.... That is very specific
216	6146	11.12.2022 10:33:20 UTC-05:00	If the puzzle is solved you'll see how scary specific that is 😂
217	6157	08.01.2023 23:52:11 UTC-05:00	@barrystyle [https://t.me/barrystyle], provided a very specific hint already.
218	6159	09.01.2023 05:10:46 UTC-05:00	At least prime number is very important to get any further.
219	6168	11.01.2023 03:46:17 UTC-05:00	Mini apologies for this Jeremy gif, couldn't help myself.
220	6170	11.01.2023 19:23:03 UTC-05:00	Rumour has it a new hint is to be expected within 2 months from now.
223	6180	12.01.2023 06:08:02 UTC-05:00	At least higher than sqrt(-1).
224	6181	12.01.2023 06:09:14 UTC-05:00	Focussing on the theory of everything is also still a valid path to reaching the private key.
225	6183	12.01.2023 06:10:54 UTC-05:00	An imaginary puzzle would.
227	6190	12.01.2023 11:05:16 UTC-05:00	Every btc halving the price will half too.
228	6194	12.01.2023 12:47:07 UTC-05:00	👆
229	6204	25.01.2023 09:59:19 UTC-05:00	42
230	6255	02.02.2023 09:47:18 UTC-05:00	I'm staying out of this one 😅
232	6279	03.03.2023 04:47:19 UTC-05:00	🐰
233	6286	07.04.2023 21:53:03 UTC-05:00	👆🤷‍♂
235	6313	29.04.2023 16:19:45 UTC-05:00	😂
236	6316	02.05.2023 14:12:43 UTC-05:00	Still remarkable that scene. Especially the expiration date of his passport 😁.
237	6318	02.05.2023 15:03:59 UTC-05:00	Hope..
238	6352	10.06.2023 01:39:07 UTC-05:00	Correct. / - / No. / - / Can't say anything about this.
239	6383	12.06.2023 07:31:49 UTC-05:00	Physically, I assume not 😅.
240	6497	03.08.2023 14:50:23 UTC-05:00	Ok ok ok ok. I can't hold this one any longer.
241	6498	03.08.2023 14:51:33 UTC-05:00	Are you really looking for just the btc...?
242	6503	03.08.2023 15:17:19 UTC-05:00	Another one only 8 minutes after the last one?
243	6511	03.08.2023 15:28:20 UTC-05:00	Might be. Wish I had said nothing though.
244	6514	03.08.2023 15:30:14 UTC-05:00	Exactly, should have refrained from typing earlier maybe.
245	6516	03.08.2023 15:33:50 UTC-05:00	I saw that you guys got really really far already.
246	6517	03.08.2023 15:34:24 UTC-05:00	Actually, the hardest part is done.
247	6662	04.08.2023 19:46:47 UTC-05:00	"Globally supporting my generation"
249	6970	06.08.2023 05:43:46 UTC-05:00	Oh, and be careful of what you get yourselves into. 🤐
250	6972	06.08.2023 05:44:27 UTC-05:00	I'll not explain why.
251	6973	06.08.2023 05:44:39 UTC-05:00	The puzzle talks for me.
252	6975	06.08.2023 05:45:26 UTC-05:00	And don't worry, I'll just be here in the meanwhile 😘.
253	6991	06.08.2023 05:55:01 UTC-05:00	Not at all.
254	6996	06.08.2023 05:56:34 UTC-05:00	You know if you know.
255	7005	06.08.2023 06:22:27 UTC-05:00	It wasn't cryptic enough before?
257	7012	06.08.2023 07:05:51 UTC-05:00	In the eye of the beholder, for sure 😊.
259	7016	06.08.2023 07:11:19 UTC-05:00	Hahaha good one. I thought of a 24h Killswitch, but nah. Can't be bothered :D! Instead.
260	7018	06.08.2023 07:12:13 UTC-05:00	Probably the last hint: /  / Once you hit a "ying yang", you'll be able to solve it the same day.
261	7020	06.08.2023 07:13:30 UTC-05:00	Chance is small though. Merely an fyi, bit dramatic as stated earlier.
262	7022	06.08.2023 07:14:54 UTC-05:00	Both?
263	7026	06.08.2023 07:19:07 UTC-05:00	No need. You have all the info.
264	7027	06.08.2023 07:19:16 UTC-05:00	Good to see you again btw.
265	7030	06.08.2023 07:20:13 UTC-05:00	No hints 🤡
266	7034	06.08.2023 07:21:07 UTC-05:00	My hat off to you, and you know why 🫡.
267	7035	06.08.2023 07:21:37 UTC-05:00	Only fair ones. And to everyone.
269	7045	06.08.2023 07:49:59 UTC-05:00	Something was solved rather... remarkable.
270	7047	06.08.2023 07:53:56 UTC-05:00	Partly.
271	7049	06.08.2023 07:56:02 UTC-05:00	I won't!
273	7054	06.08.2023 12:23:44 UTC-05:00	I have no clue.
274	7056	06.08.2023 13:39:34 UTC-05:00	Correct. Well, technically, you'll need the internet to claim the prize in the end 🤔.
275	7318	11.08.2023 00:52:53 UTC-05:00	Hi all, getting quite some DM's which is fine, just know that I'm traveling the next coming days ✌️!
276	7319	11.08.2023 00:53:25 UTC-05:00	And I usually answer with "no hints".
277	7754	18.08.2023 08:24:12 UTC-05:00	😳 how?
278	7755	18.08.2023 08:25:35 UTC-05:00	Hi all. I'm on holiday btw. I might not answer DMs.
279	9149	23.08.2023 14:43:21 UTC-05:00	Note that I get quite some puzzle DMs. I've become used to just say 'no hints'.. (sorry for that).
280	9719	29.08.2023 13:06:07 UTC-05:00	Correct
281	12194	28.09.2023 11:13:32 UTC-05:00	I'm ok! ♥️
284	12201	28.09.2023 11:19:30 UTC-05:00	Thanks!!!
285	12986	17.11.2023 07:50:24 UTC-05:00	Hello there, are we all still having fun?
286	12987	17.11.2023 07:51:43 UTC-05:00	I received some DMs, I thought I'd say hi ✌️. I'm ok, apologies for not being here on a daily basis.
288	13991	26.12.2023 12:13:51 UTC-05:00	Heeeeelllloooooooo
289	13992	26.12.2023 12:14:06 UTC-05:00	Happy Christmas all ❤️
290	13995	26.12.2023 12:15:02 UTC-05:00	Hahahaha that meme, love it
291	13996	26.12.2023 12:15:42 UTC-05:00	Any spammers I have to ban?
292	13998	26.12.2023 12:27:27 UTC-05:00	Have you tried the purple pill already?
293	14000	26.12.2023 12:28:12 UTC-05:00	Candy flipping into 2024 ;-)
294	15602	26.01.2024 12:13:57 UTC-05:00	~2000 new messages, great. You all doing ok?
295	15606	26.01.2024 12:21:46 UTC-05:00	Regular Bitcoin Private key
296	15607	26.01.2024 12:22:04 UTC-05:00	🤐
299	17781	26.03.2024 05:41:13 UTC-05:00	I'm not really here, just checking if you folks are still alive and kicking. ✌️
301	17785	26.03.2024 05:43:04 UTC-05:00	IT'S OK, I FORGOT THAT IT'S CAPS TUESDAY.
303	17789	26.03.2024 05:47:53 UTC-05:00	Btw, for those with the heartwarming words. Many thanks ❤️.
304	17793	26.03.2024 05:49:08 UTC-05:00	Please understand that I get multiple of these questions on a daily basis..
305	17794	26.03.2024 05:50:02 UTC-05:00	There are investment institutions for this. Requesting money for a solid idea is not that difficult.
306	17797	26.03.2024 05:52:11 UTC-05:00	Yes. Some if you might soon be drinking it probably.
307	17798	26.03.2024 05:53:04 UTC-05:00	Seems puzzlers are decent people ;-).
308	17800	26.03.2024 05:55:39 UTC-05:00	Ask Claude-3 for the best approach maybe?
309	17802	26.03.2024 05:56:29 UTC-05:00	Understandable
310	17804	26.03.2024 05:57:09 UTC-05:00	Does it come close to Claude and gpt?
311	17815	26.03.2024 09:40:01 UTC-05:00	Technically yes but Nope.
312	17816	26.03.2024 09:40:38 UTC-05:00	And hi, you're hallucinating. Is it the mescaline?
313	17818	26.03.2024 09:41:41 UTC-05:00	😉
314	17821	26.03.2024 12:05:05 UTC-05:00	I prefer superpositions 😉.
315	17824	26.03.2024 12:23:03 UTC-05:00	You're doing fine.
316	17852	27.03.2024 11:41:56 UTC-05:00	Sqaures and a rabbit?
317	18450	10.04.2024 13:21:30 UTC-05:00	1357 blocks to go
319	18813	17.04.2024 06:03:03 UTC-05:00	Happy countdown everyone ✌️!
320	18928	19.04.2024 19:08:44 UTC-05:00	Ha, we lost one 'puzzler'.
321	18929	19.04.2024 19:10:14 UTC-05:00	Seemed like a nice moment to get the ban hammer out of the drawer.
322	18931	19.04.2024 19:10:43 UTC-05:00	Happy halving everyone!
324	18933	19.04.2024 19:15:54 UTC-05:00	✌️
325	18940	19.04.2024 19:29:57 UTC-05:00	16$ fee. Damn. /  / Well, anyway, see you in 4 years! Good luck you all.
326	18941	19.04.2024 19:31:10 UTC-05:00	Me? No. Don't know that guy.
327	18949	19.04.2024 20:34:10 UTC-05:00	I should.
328	18951	19.04.2024 20:35:15 UTC-05:00	Challenge accepted.
329	19798	06.06.2024 03:16:00 UTC-05:00	Crazy No hint Thursday, every Friday!
330	19805	07.06.2024 05:10:08 UTC-05:00	An active one.
331	20020	11.07.2024 14:29:17 UTC-05:00	None planned.
332	20340	30.08.2024 04:21:04 UTC-05:00	It indeed set to private. I haven't opened tg for a while so I guess it wasn't from my side 🫤.
334	21212	21.10.2024 14:03:09 UTC-05:00	I know a Matthew, and if he knows a Roberto, it's likely the same one and a very smart guy. 😉
335	21214	21.10.2024 14:03:34 UTC-05:00	Hi all! Everyone still happy?
336	21235	21.10.2024 14:06:58 UTC-05:00	Nice! Chilling under artificial stars, clearing up disks.
338	21334	22.10.2024 03:07:24 UTC-05:00	first one to find a private key may keep the bitcoins.
339	21335	22.10.2024 03:07:24 UTC-05:00	That might be just the beginning of the puzzle.
340	21336	22.10.2024 03:07:24 UTC-05:00	Why wouldn't we?
341	21337	22.10.2024 03:07:25 UTC-05:00	The first to find a private key in  the code may keep the bitcoins.
342	23595	22.11.2024 10:34:11 UTC-05:00	If the puzzle is solved you'll see how scary specific that is 😂
343	25241	29.11.2024 04:56:10 UTC-05:00	In that case I'll show, as I don't have much talent.
344	25242	29.11.2024 04:56:39 UTC-05:00	Hello everyone, still having fun :-)?
345	25244	29.11.2024 04:57:24 UTC-05:00	I was told this group could use some moderation.
346	25247	29.11.2024 04:59:41 UTC-05:00	If wallet != empty, puzzle not solved. /  / (Most likely).
347	25249	29.11.2024 05:00:19 UTC-05:00	That was indeed the plan.
350	25271	29.11.2024 05:17:21 UTC-05:00	Hint? Hint? Heh, what craziness are you talking about? There is no hint.
351	25278	29.11.2024 05:20:59 UTC-05:00	🤐
353	25285	29.11.2024 05:29:20 UTC-05:00	No clue Friday. / Every Saturday.
355	25300	29.11.2024 05:42:55 UTC-05:00	I saw that @qv8du3ne8s9 [https://t.me/qv8du3ne8s9] 😂
356	25312	29.11.2024 05:47:19 UTC-05:00	I think I'll be going for ASCII 127 myself. But not overly dramatic.
359	25342	29.11.2024 06:00:25 UTC-05:00	Admins
360	25354	29.11.2024 06:02:00 UTC-05:00	Happiness.
361	25366	29.11.2024 06:06:24 UTC-05:00	You only need the last number of pi and it might get you somewhere.
362	25381	29.11.2024 06:13:47 UTC-05:00	I already have gray hair unfortunately.
363	25383	29.11.2024 06:15:34 UTC-05:00	Maybe Bryan Johnson has an answer for my hair.
364	25387	29.11.2024 06:20:19 UTC-05:00	Pimeyes leads me to a festival thingy in the Netherlands. Is this a puzzle?
365	25391	29.11.2024 06:23:12 UTC-05:00	Not sure why but I suppose it doesn't affect the puzzle.
366	25393	29.11.2024 06:25:31 UTC-05:00	Could be, it has been years and we had a few FE guys working on it.
368	25399	29.11.2024 06:29:55 UTC-05:00	Yeah NAD is great.
369	25403	29.11.2024 06:30:33 UTC-05:00	I only take ~80 supplements daily, nothing crazy 😅.
370	25407	29.11.2024 06:32:02 UTC-05:00	Blueprint is sort of the leading list at this point.
371	25411	29.11.2024 06:34:04 UTC-05:00	I mean, if you guys don't solve it anytime soon I'll have to try and stay alive till the year 2145.
373	25420	29.11.2024 06:39:50 UTC-05:00	Enjoying life, mostly 😉.
375	25440	29.11.2024 06:51:05 UTC-05:00	Another doctor in my room states that these are indeed the typical puzzle doctors 😉.
376	25447	29.11.2024 06:54:17 UTC-05:00	Already better than many doctors... especially for discovering very unlikely cases.
378	25462	29.11.2024 07:05:46 UTC-05:00	Ah sorry, I missed that. I used a gram daily, for years. 😅
379	25464	29.11.2024 07:06:39 UTC-05:00	🫡
381	26243	04.12.2024 17:59:53 UTC-05:00	But I should shut up ofcourse 😁
382	26244	04.12.2024 17:59:54 UTC-05:00	Don't know but most see 3.2 as the last part.
383	26293	07.12.2024 17:24:55 UTC-05:00	Could be, it has been years and we had a few FE guys working on it.
385	26497	11.12.2024 19:12:06 UTC-05:00	(not a hint btw, just fooling around)
386	27472	03.01.2025 19:44:06 UTC-05:00	You only need the last number of pi and it might get you somewhere.
387	30667	27.04.2025 10:02:30 UTC-05:00	Equivalent of 25 btc
388	30668	27.04.2025 10:02:30 UTC-05:00	Hi there, welcome
389	30669	27.04.2025 10:02:30 UTC-05:00	Si
390	30670	27.04.2025 10:02:30 UTC-05:00	Correct
391	30671	27.04.2025 10:02:30 UTC-05:00	Depends how you look at it.
392	30777	28.04.2025 11:45:47 UTC-05:00	You people are still having fun I see.
393	30783	28.04.2025 11:48:07 UTC-05:00	Ah, no hints? Ok, that's also fine.
394	30789	28.04.2025 11:51:05 UTC-05:00	I have to say, that touching grass thingy is pretty nice.
397	30802	28.04.2025 11:56:14 UTC-05:00	If I'd ever take the funds (I won't), I wouldn't even tell the answer 😈.
399	30809	28.04.2025 11:58:50 UTC-05:00	Im with alcohol, dont blame me for more typos.
400	30812	28.04.2025 11:59:29 UTC-05:00	Alcohol, and answering this chat go hand in hand somehow.
401	30814	28.04.2025 12:00:26 UTC-05:00	Que?
402	30817	28.04.2025 12:01:36 UTC-05:00	It’s the next phase, but I await the day someone finally gets there.
403	30821	28.04.2025 12:02:46 UTC-05:00	Ok, the "better half" is hungry. Which means I'm off 🤗
404	32082	14.05.2025 00:04:22 UTC-05:00	Focussing on the theory of everything is also still a valid path to reaching the private key.
405	32083	14.05.2025 00:04:22 UTC-05:00	Regular Bitcoin Private key
